inventory_id,store_id,sku_id,system_stock,physical_stock,damaged_stock,reserved_stock,reorder_level,inventory_check_date
1153,8,1276,231,221,0,6,26,2026-06-30
1154,8,1357,222,221,5,3,59,2026-06-30
1155,8,1035,186,185,0,4,59,2026-06-30
1156,8,1281,159,154,8,20,43,2026-06-30
1157,8,1452,356,358,0,12,26,2026-06-30
1158,8,1317,288,284,7,5,50,2026-06-30
1159,8,1477,133,140,8,8,42,2026-06-30
1160,8,1118,214,217,1,14,43,2026-06-30
1161,8,1447,251,253,0,15,40,2026-06-30
1162,8,1056,252,256,8,20,47,2026-06-30
1163,8,1217,102,97,5,14,52,2026-06-30
1164,8,1079,283,293,3,3,40,2026-06-30
1165,8,1494,194,189,8,14,35,2026-06-30
1166,8,1204,257,262,4,9,25,2026-06-30
1167,8,1372,165,169,1,9,45,2026-06-30
1168,8,1352,393,399,7,7,34,2026-06-30
1169,8,1387,324,328,3,19,21,2026-06-30
1170,8,1159,185,192,8,14,38,2026-06-30
1171,8,1073,365,361,5,18,24,2026-06-30
1172,8,1244,65,73,5,4,57,2026-06-30
1173,8,1193,193,198,5,10,52,2026-06-30
1174,8,1052,383,382,5,17,32,2026-06-30
1175,8,1175,368,359,6,3,26,2026-06-30
1176,8,1493,109,105,3,13,47,2026-06-30
1177,8,1304,358,365,8,0,39,2026-06-30
1178,8,1325,139,132,3,16,27,2026-06-30
1179,8,1081,83,73,4,0,59,2026-06-30
1180,8,1218,279,279,1,19,36,2026-06-30
1181,8,1050,321,330,7,20,37,2026-06-30
1182,8,1443,140,147,1,5,49,2026-06-30
1183,8,1006,345,346,7,7,22,2026-06-30
1184,8,1078,82,78,1,8,38,2026-06-30
1185,8,1065,93,86,3,4,25,2026-06-30
1186,8,1015,93,97,0,12,43,2026-06-30
1187,8,1092,111,105,2,14,51,2026-06-30
1188,8,1454,398,391,4,13,29,2026-06-30
1189,8,1013,380,388,7,3,24,2026-06-30
1190,8,1129,267,264,6,12,28,2026-06-30
1191,8,1403,275,274,7,15,55,2026-06-30
1192,8,1327,399,395,5,13,38,2026-06-30
1193,8,1196,325,316,8,1,50,2026-06-30
1194,8,1261,230,229,4,12,26,2026-06-30
1195,8,1499,216,224,1,17,57,2026-06-30
1196,8,1241,369,365,5,19,42,2026-06-30
1197,8,1364,371,374,5,14,57,2026-06-30
1198,8,1330,109,109,3,3,49,2026-06-30
1199,8,1288,174,164,4,3,22,2026-06-30
1200,8,1498,169,172,6,14,49,2026-06-30
1201,9,1165,255,253,0,5,47,2026-06-30
1202,9,1077,85,95,6,0,29,2026-06-30
1203,9,1476,226,226,7,19,43,2026-06-30
1204,9,1425,158,156,2,1,34,2026-06-30
1205,9,1126,368,365,3,13,57,2026-06-30
1206,9,1401,400,400,0,9,45,2026-06-30
1207,9,1411,143,138,4,18,33,2026-06-30
1208,9,1108,157,153,0,10,40,2026-06-30
1209,9,1426,56,58,0,9,34,2026-06-30
1210,9,1326,332,337,0,3,50,2026-06-30
1211,9,1269,322,313,4,4,20,2026-06-30
1212,9,1017,288,281,4,2,40,2026-06-30
1213,9,1485,244,243,1,16,54,2026-06-30
1214,9,1267,139,144,7,16,22,2026-06-30
1215,9,1393,198,200,7,19,54,2026-06-30
1216,9,1181,262,261,7,13,58,2026-06-30
1217,9,1117,384,386,3,16,25,2026-06-30
1218,9,1002,124,131,2,19,48,2026-06-30
1219,9,1244,134,141,4,13,51,2026-06-30
1220,9,1410,181,173,3,7,59,2026-06-30
1221,9,1131,62,53,1,2,42,2026-06-30
1222,9,1089,188,195,1,9,38,2026-06-30
1223,9,1237,182,177,8,16,35,2026-06-30
1224,9,1146,324,325,3,15,44,2026-06-30
1225,9,1500,53,58,4,16,48,2026-06-30
1226,9,1404,118,126,0,4,26,2026-06-30
1227,9,1076,345,339,1,1,58,2026-06-30
1228,9,1142,329,331,8,2,24,2026-06-30
1229,9,1370,368,359,0,11,20,2026-06-30
1230,9,1235,154,146,3,17,59,2026-06-30
1231,9,1253,228,220,3,18,44,2026-06-30
1232,9,1455,283,282,3,13,44,2026-06-30
1233,9,1197,211,201,7,7,43,2026-06-30
1234,9,1192,223,228,5,1,44,2026-06-30
1235,9,1280,353,352,7,12,52,2026-06-30
1236,9,1112,326,333,4,13,28,2026-06-30
1237,9,1103,322,325,4,4,55,2026-06-30
1238,9,1086,108,103,0,4,54,2026-06-30
1239,9,1135,67,68,0,3,54,2026-06-30
1240,9,1101,251,261,4,6,51,2026-06-30
1241,9,1074,222,218,2,0,23,2026-06-30
1242,9,1353,309,301,3,20,33,2026-06-30
1243,9,1072,298,292,2,15,51,2026-06-30
1244,9,1123,228,227,8,7,36,2026-06-30
1245,9,1418,89,99,3,11,23,2026-06-30
1246,9,1412,380,389,2,12,38,2026-06-30
1247,9,1210,283,279,8,1,26,2026-06-30
1248,9,1397,206,198,2,6,43,2026-06-30
1249,9,1362,355,345,3,6,28,2026-06-30
1250,9,1023,185,178,2,0,21,2026-06-30
1251,9,1363,207,213,7,0,20,2026-06-30
1252,9,1188,294,287,1,0,43,2026-06-30
1253,9,1459,252,244,0,13,32,2026-06-30
1254,9,1482,231,235,3,0,59,2026-06-30
1255,9,1330,66,73,8,8,54,2026-06-30
1256,9,1061,133,141,1,20,40,2026-06-30
1257,9,1243,308,314,6,10,45,2026-06-30
1258,9,1093,154,160,0,6,34,2026-06-30
1259,9,1444,308,313,6,8,32,2026-06-30
1260,9,1337,154,150,4,0,35,2026-06-30
1261,9,1403,190,195,2,18,57,2026-06-30
1262,9,1207,205,196,0,19,35,2026-06-30
1263,9,1483,331,321,5,7,56,2026-06-30
1264,9,1014,345,355,7,1,49,2026-06-30
1265,9,1276,400,403,0,5,58,2026-06-30
1266,9,1148,264,261,4,17,40,2026-06-30
1267,9,1027,333,323,1,15,43,2026-06-30
1268,9,1288,149,144,7,12,43,2026-06-30
1269,9,1283,217,219,2,4,26,2026-06-30
1270,9,1091,311,314,0,19,23,2026-06-30
1271,9,1187,319,326,8,13,54,2026-06-30
1272,9,1173,375,379,2,1,27,2026-06-30
1273,9,1282,238,239,0,17,32,2026-06-30
1274,9,1354,106,102,1,0,34,2026-06-30
1275,9,1022,119,111,0,13,32,2026-06-30
1276,9,1136,78,79,0,8,39,2026-06-30
1277,9,1251,188,198,1,5,60,2026-06-30
1278,9,1420,308,299,2,10,40,2026-06-30
1279,9,1392,356,362,6,2,58,2026-06-30
1280,9,1230,73,66,6,18,24,2026-06-30
1281,9,1064,71,80,1,16,35,2026-06-30
1282,9,1144,254,258,6,3,25,2026-06-30
1283,9,1374,307,305,1,18,31,2026-06-30
1284,9,1066,112,107,6,16,51,2026-06-30
1285,9,1154,175,168,4,4,24,2026-06-30
1286,9,1408,226,230,6,17,47,2026-06-30
1287,9,1473,336,346,4,10,26,2026-06-30
1288,9,1457,120,126,0,0,38,2026-06-30
1289,9,1218,216,218,6,11,35,2026-06-30
1290,9,1184,254,260,7,13,32,2026-06-30
1291,9,1427,51,45,7,17,23,2026-06-30
1292,9,1383,188,181,2,3,23,2026-06-30
1293,9,1257,225,225,5,9,43,2026-06-30
1294,9,1156,350,344,6,2,51,2026-06-30
1295,9,1265,219,223,1,13,59,2026-06-30
1296,9,1152,270,262,8,5,40,2026-06-30
1297,9,1470,164,169,5,17,58,2026-06-30
1298,9,1441,71,63,2,11,53,2026-06-30
1299,9,1443,190,185,0,3,56,2026-06-30
1300,9,1465,371,371,0,3,39,2026-06-30
1301,9,1038,60,57,6,5,60,2026-06-30
1302,9,1336,71,78,4,10,34,2026-06-30
1303,9,1073,218,221,5,13,20,2026-06-30
1304,9,1486,154,147,7,7,28,2026-06-30
1305,9,1453,181,182,0,14,59,2026-06-30
1306,9,1268,379,369,2,9,30,2026-06-30
1307,9,1368,109,116,3,15,54,2026-06-30
1308,9,1495,361,369,0,7,26,2026-06-30
1309,9,1499,388,388,5,14,27,2026-06-30
1310,9,1310,387,379,3,1,20,2026-06-30
1311,9,1041,372,378,8,14,26,2026-06-30
1312,9,1329,243,253,5,8,59,2026-06-30
1313,9,1396,361,371,2,19,32,2026-06-30
1314,9,1416,80,87,4,16,40,2026-06-30
1315,9,1067,179,186,5,1,46,2026-06-30
1316,9,1346,71,69,8,17,51,2026-06-30
1317,9,1174,392,394,3,3,33,2026-06-30
1318,9,1194,239,232,0,15,42,2026-06-30
1319,9,1440,334,342,0,15,29,2026-06-30
1320,9,1479,178,173,8,2,35,2026-06-30
1321,9,1179,257,261,2,3,51,2026-06-30
1322,9,1496,317,312,0,8,58,2026-06-30
1323,9,1063,306,313,0,15,26,2026-06-30
1324,9,1447,127,130,2,17,22,2026-06-30
1325,9,1058,308,317,1,4,22,2026-06-30
1326,9,1044,288,288,8,18,44,2026-06-30
1327,9,1151,194,201,3,19,53,2026-06-30
1328,9,1105,61,65,5,11,39,2026-06-30
1329,9,1379,340,348,3,18,43,2026-06-30
1330,9,1139,90,81,1,14,60,2026-06-30
1331,9,1085,161,158,3,1,54,2026-06-30
1332,9,1110,340,341,2,18,42,2026-06-30
1333,9,1300,389,381,6,20,51,2026-06-30
1334,9,1034,397,389,5,15,46,2026-06-30
1335,9,1070,360,364,3,20,27,2026-06-30
1336,9,1120,159,164,0,15,39,2026-06-30
1337,9,1211,215,212,5,7,57,2026-06-30
1338,9,1118,253,243,2,19,46,2026-06-30
1339,9,1036,256,253,0,18,38,2026-06-30
1340,9,1109,109,115,2,13,35,2026-06-30
1341,9,1335,172,176,7,1,31,2026-06-30
1342,9,1167,91,96,2,8,53,2026-06-30
1343,9,1113,242,240,5,15,60,2026-06-30
1344,9,1189,134,130,8,15,35,2026-06-30
1345,9,1032,339,337,0,18,25,2026-06-30
1346,9,1338,292,292,2,5,24,2026-06-30
1347,9,1489,330,340,0,5,46,2026-06-30
1348,9,1405,340,344,6,6,41,2026-06-30
1349,9,1133,101,100,1,8,25,2026-06-30
1350,9,1213,60,70,3,3,60,2026-06-30
1351,10,1283,354,362,6,9,49,2026-06-30
1352,10,1224,110,118,8,16,38,2026-06-30
1353,10,1088,78,81,5,5,53,2026-06-30
1354,10,1458,296,297,1,15,30,2026-06-30
1355,10,1418,200,205,4,0,44,2026-06-30
1356,10,1041,371,379,6,13,26,2026-06-30
1357,10,1441,116,116,7,10,58,2026-06-30
1358,10,1162,202,193,6,19,58,2026-06-30
1359,10,1211,296,299,3,13,48,2026-06-30
1360,10,1155,219,209,3,13,20,2026-06-30
1361,10,1216,283,277,5,3,26,2026-06-30
1362,10,1352,237,235,2,16,47,2026-06-30
1363,10,1198,367,368,2,16,39,2026-06-30
1364,10,1498,355,350,8,11,44,2026-06-30
1365,10,1200,196,205,7,17,34,2026-06-30
1366,10,1210,332,339,7,19,39,2026-06-30
1367,10,1077,385,393,3,5,48,2026-06-30
1368,10,1136,258,267,4,2,21,2026-06-30
1369,10,1160,141,138,3,6,34,2026-06-30
1370,10,1207,61,66,8,7,29,2026-06-30
1371,10,1203,334,344,0,17,40,2026-06-30
1372,10,1335,340,341,5,14,42,2026-06-30
1373,10,1467,89,86,2,14,52,2026-06-30
1374,10,1163,134,125,5,14,39,2026-06-30
1375,10,1297,75,85,6,20,54,2026-06-30
1376,10,1344,53,61,2,3,38,2026-06-30
1377,10,1058,296,291,1,12,32,2026-06-30
1378,10,1260,380,383,1,18,54,2026-06-30
1379,10,1436,292,287,5,13,21,2026-06-30
1380,10,1393,220,227,5,0,30,2026-06-30
1381,10,1464,202,210,6,5,30,2026-06-30
1382,10,1063,111,114,3,5,35,2026-06-30
1383,10,1176,102,102,0,12,46,2026-06-30
1384,10,1290,130,132,6,20,35,2026-06-30
1385,10,1172,79,75,2,2,39,2026-06-30
1386,10,1208,304,311,7,14,22,2026-06-30
1387,10,1024,52,47,5,13,59,2026-06-30
1388,10,1114,209,217,0,12,28,2026-06-30
1389,10,1273,288,284,6,8,58,2026-06-30
1390,10,1386,288,294,1,15,21,2026-06-30
1391,10,1478,220,216,7,10,44,2026-06-30
1392,10,1201,108,107,4,8,40,2026-06-30
1393,10,1303,165,155,1,17,47,2026-06-30
1394,10,1381,360,370,4,16,39,2026-06-30
1395,10,1096,245,244,4,7,22,2026-06-30
1396,10,1286,73,71,8,20,57,2026-06-30
1397,10,1010,382,382,6,16,50,2026-06-30
1398,10,1104,376,382,6,6,34,2026-06-30
1399,10,1408,64,54,7,12,42,2026-06-30
1400,10,1218,238,229,0,2,52,2026-06-30
1401,10,1143,361,353,5,15,45,2026-06-30
1402,10,1444,130,135,2,2,41,2026-06-30
1403,10,1375,190,187,7,6,20,2026-06-30
1404,10,1265,352,355,2,14,54,2026-06-30
1405,10,1038,320,330,5,5,29,2026-06-30
1406,10,1368,350,353,4,10,20,2026-06-30
1407,10,1484,263,263,0,20,44,2026-06-30
1408,10,1133,332,338,6,3,27,2026-06-30
1409,10,1354,242,244,7,10,42,2026-06-30
1410,10,1194,255,258,2,9,60,2026-06-30
1411,10,1080,136,140,3,3,48,2026-06-30
1412,10,1152,109,116,1,8,59,2026-06-30
1413,10,1403,262,263,8,5,37,2026-06-30
1414,10,1453,274,278,2,16,58,2026-06-30
1415,10,1151,335,327,1,0,35,2026-06-30
1416,10,1376,390,396,7,2,42,2026-06-30
1417,10,1003,344,353,1,8,49,2026-06-30
1418,10,1279,312,318,4,13,24,2026-06-30
1419,10,1199,292,283,7,4,48,2026-06-30
1420,10,1407,359,368,7,4,24,2026-06-30
1421,10,1337,229,239,6,10,54,2026-06-30
1422,10,1059,370,369,3,13,43,2026-06-30
1423,10,1280,79,85,8,1,35,2026-06-30
1424,10,1307,345,337,4,20,52,2026-06-30
1425,10,1030,172,175,8,20,43,2026-06-30
1426,10,1435,155,156,7,11,33,2026-06-30
1427,10,1454,118,109,5,1,31,2026-06-30
1428,10,1009,348,357,0,11,48,2026-06-30
1429,10,1299,130,124,7,17,42,2026-06-30
1430,10,1394,343,345,0,18,25,2026-06-30
1431,10,1204,62,68,1,12,57,2026-06-30
1432,10,1254,200,205,2,14,33,2026-06-30
1433,10,1348,95,96,6,6,55,2026-06-30
1434,10,1424,360,357,6,17,27,2026-06-30
1435,10,1047,334,324,6,1,31,2026-06-30
1436,10,1095,235,243,1,7,40,2026-06-30
1437,10,1056,98,104,2,7,50,2026-06-30
1438,10,1362,212,214,5,19,60,2026-06-30
1439,10,1493,65,64,6,12,58,2026-06-30
1440,10,1259,335,336,5,8,46,2026-06-30
1441,10,1101,203,210,8,14,34,2026-06-30
1442,10,1189,230,229,7,14,36,2026-06-30
1443,10,1374,282,279,4,19,52,2026-06-30
1444,10,1459,61,66,8,17,50,2026-06-30
1445,10,1450,171,165,0,13,33,2026-06-30
1446,10,1421,65,56,8,6,55,2026-06-30
1447,10,1098,395,404,1,6,52,2026-06-30
1448,10,1141,194,201,0,5,31,2026-06-30
1449,10,1215,354,347,6,8,53,2026-06-30
1450,10,1349,57,50,2,1,52,2026-06-30
1451,10,1302,57,56,0,6,49,2026-06-30
1452,10,1380,374,370,4,20,30,2026-06-30
1453,10,1465,57,61,3,6,31,2026-06-30
1454,10,1343,139,149,2,17,49,2026-06-30
1455,10,1008,334,336,1,12,47,2026-06-30
1456,10,1219,255,265,3,6,52,2026-06-30
1457,10,1238,226,229,6,6,21,2026-06-30
1458,10,1314,226,224,5,11,60,2026-06-30
1459,10,1306,234,227,3,17,28,2026-06-30
1460,10,1486,196,195,1,14,22,2026-06-30
1461,10,1223,295,294,7,7,51,2026-06-30
1462,10,1186,95,99,3,6,51,2026-06-30
1463,10,1487,358,365,1,0,49,2026-06-30
1464,10,1079,271,268,6,14,26,2026-06-30
1465,10,1020,345,336,4,4,53,2026-06-30
1466,10,1011,356,362,8,3,47,2026-06-30
1467,10,1034,110,102,3,11,40,2026-06-30
1468,10,1471,312,310,7,18,59,2026-06-30
1469,10,1103,148,144,8,19,52,2026-06-30
1470,10,1031,246,238,5,10,60,2026-06-30
1471,10,1474,334,324,3,2,52,2026-06-30
1472,10,1319,208,218,7,10,52,2026-06-30
1473,10,1350,352,346,0,16,42,2026-06-30
1474,10,1127,303,305,6,8,55,2026-06-30
1475,10,1214,354,361,6,20,36,2026-06-30
1476,10,1416,338,342,6,15,21,2026-06-30
1477,10,1086,128,132,7,0,60,2026-06-30
1478,10,1301,155,162,0,13,53,2026-06-30
1479,10,1139,128,131,0,20,35,2026-06-30
1480,10,1045,141,150,3,4,25,2026-06-30
1481,10,1052,127,135,4,0,31,2026-06-30
1482,10,1345,392,387,3,11,23,2026-06-30
1483,10,1300,100,99,0,3,38,2026-06-30
1484,10,1340,340,337,6,5,60,2026-06-30
1485,10,1339,371,366,4,14,59,2026-06-30
1486,10,1414,111,119,8,20,51,2026-06-30
1487,10,1483,327,334,7,7,20,2026-06-30
1488,10,1231,62,53,6,0,41,2026-06-30
1489,10,1382,371,363,8,7,20,2026-06-30
1490,10,1328,354,363,2,5,50,2026-06-30
1491,10,1042,337,343,8,16,60,2026-06-30
1492,10,1159,53,52,6,1,42,2026-06-30
1493,10,1120,360,360,5,10,20,2026-06-30
1494,10,1428,237,240,4,4,53,2026-06-30
1495,10,1482,195,193,2,15,34,2026-06-30
1496,10,1195,51,52,1,17,45,2026-06-30
1497,10,1391,220,229,4,2,45,2026-06-30
1498,10,1032,237,239,2,9,21,2026-06-30
1499,10,1222,172,174,7,19,35,2026-06-30
1500,10,1463,317,320,8,19,41,2026-06-30
1501,11,1341,195,199,6,6,24,2026-06-30
1502,11,1316,312,316,2,10,22,2026-06-30
1503,11,1479,261,260,1,10,49,2026-06-30
1504,11,1352,260,262,7,2,32,2026-06-30
1505,11,1257,224,230,2,10,34,2026-06-30
1506,11,1411,250,247,2,13,48,2026-06-30
1507,11,1261,203,206,6,17,34,2026-06-30
1508,11,1071,207,199,3,2,23,2026-06-30
1509,11,1060,153,143,2,4,59,2026-06-30
1510,11,1481,346,341,2,4,51,2026-06-30
1511,11,1326,111,108,8,0,27,2026-06-30
1512,11,1312,383,375,3,18,51,2026-06-30
1513,11,1154,161,156,8,2,31,2026-06-30
1514,11,1102,328,338,7,10,38,2026-06-30
1515,11,1132,303,293,0,20,49,2026-06-30
1516,11,1027,196,188,4,18,22,2026-06-30
1517,11,1059,137,147,5,8,31,2026-06-30
1518,11,1023,53,47,7,1,45,2026-06-30
1519,11,1419,206,205,5,1,28,2026-06-30
1520,11,1442,398,395,8,8,34,2026-06-30
1521,11,1319,132,130,6,13,59,2026-06-30
1522,11,1237,176,183,8,18,20,2026-06-30
1523,11,1343,306,298,8,13,34,2026-06-30
1524,11,1401,317,323,8,6,35,2026-06-30
1525,11,1334,208,217,8,17,38,2026-06-30
1526,11,1402,70,70,3,10,55,2026-06-30
1527,11,1381,222,219,8,2,24,2026-06-30
1528,11,1109,347,338,0,5,53,2026-06-30
1529,11,1356,302,309,2,17,52,2026-06-30
1530,11,1171,241,243,5,14,52,2026-06-30
1531,11,1333,272,280,0,14,36,2026-06-30
1532,11,1235,169,179,7,7,41,2026-06-30
1533,11,1266,173,163,7,5,29,2026-06-30
1534,11,1045,160,156,0,1,46,2026-06-30
1535,11,1262,238,239,1,0,22,2026-06-30
1536,11,1440,147,144,6,1,38,2026-06-30
1537,11,1064,195,198,3,6,59,2026-06-30
1538,11,1005,277,274,3,3,49,2026-06-30
1539,11,1053,88,95,3,17,28,2026-06-30
1540,11,1385,69,66,5,15,55,2026-06-30
1541,11,1314,384,385,4,3,52,2026-06-30
1542,11,1329,63,60,6,9,55,2026-06-30
1543,11,1432,326,316,5,7,38,2026-06-30
1544,11,1360,185,185,6,19,35,2026-06-30
1545,11,1423,357,352,2,3,52,2026-06-30
1546,11,1254,251,251,0,19,32,2026-06-30
1547,11,1283,199,205,7,19,36,2026-06-30
1548,11,1272,291,293,7,2,37,2026-06-30
1549,11,1451,229,221,6,4,48,2026-06-30
1550,11,1405,162,161,8,13,40,2026-06-30
1551,11,1253,254,250,4,12,47,2026-06-30
1552,11,1439,272,277,8,0,30,2026-06-30
1553,11,1457,396,397,8,8,42,2026-06-30
1554,11,1042,169,164,3,2,45,2026-06-30
1555,11,1453,131,135,7,20,20,2026-06-30
1556,11,1121,149,155,0,4,31,2026-06-30
1557,11,1236,205,209,3,5,51,2026-06-30
1558,11,1234,105,99,0,4,28,2026-06-30
1559,11,1424,266,275,7,4,52,2026-06-30
1560,11,1021,278,288,8,13,42,2026-06-30
1561,11,1160,338,331,2,17,48,2026-06-30
1562,11,1434,377,370,4,11,32,2026-06-30
1563,11,1184,277,283,5,19,58,2026-06-30
1564,11,1259,118,117,4,18,44,2026-06-30
1565,11,1162,87,82,6,13,24,2026-06-30
1566,11,1336,202,211,2,19,28,2026-06-30
1567,11,1104,318,328,1,1,46,2026-06-30
1568,11,1185,398,405,7,8,20,2026-06-30
1569,11,1108,59,51,1,20,45,2026-06-30
1570,11,1455,194,189,8,15,56,2026-06-30
1571,11,1286,376,366,7,10,24,2026-06-30
1572,11,1075,224,233,1,14,30,2026-06-30
1573,11,1425,308,300,0,12,57,2026-06-30
1574,11,1048,193,187,4,2,20,2026-06-30
1575,11,1124,366,360,2,5,31,2026-06-30
1576,11,1244,80,76,6,12,24,2026-06-30
1577,11,1145,184,174,1,11,23,2026-06-30
1578,11,1280,278,280,0,0,55,2026-06-30
1579,11,1399,55,56,7,11,60,2026-06-30
1580,11,1148,140,144,2,3,35,2026-06-30
1581,11,1347,307,303,8,16,55,2026-06-30
1582,11,1091,345,349,8,7,57,2026-06-30
1583,11,1085,78,71,3,7,45,2026-06-30
1584,11,1418,151,152,4,16,56,2026-06-30
1585,11,1494,218,209,3,6,42,2026-06-30
1586,11,1181,57,65,5,18,60,2026-06-30
1587,11,1362,258,260,4,7,41,2026-06-30
1588,11,1125,64,69,2,6,53,2026-06-30
1589,11,1133,399,405,0,9,52,2026-06-30
1590,11,1291,107,107,0,5,25,2026-06-30
1591,11,1396,252,245,0,12,28,2026-06-30
1592,11,1047,383,390,2,9,20,2026-06-30
1593,11,1088,168,166,8,12,37,2026-06-30
1594,11,1187,106,109,0,7,51,2026-06-30
1595,11,1016,91,86,2,4,46,2026-06-30
1596,11,1363,221,228,3,18,23,2026-06-30
1597,11,1214,190,195,4,15,51,2026-06-30
1598,11,1288,338,337,3,15,38,2026-06-30
1599,11,1111,274,269,7,10,25,2026-06-30
1600,11,1327,213,220,4,5,21,2026-06-30
1601,11,1170,54,55,1,14,21,2026-06-30
1602,11,1100,271,278,8,11,27,2026-06-30
1603,11,1068,100,95,6,16,31,2026-06-30
1604,11,1177,94,91,6,6,23,2026-06-30
1605,11,1321,290,296,5,0,42,2026-06-30
1606,11,1055,380,387,4,18,20,2026-06-30
1607,11,1127,209,216,6,9,22,2026-06-30
1608,11,1456,87,85,2,14,31,2026-06-30
1609,11,1080,276,286,7,0,51,2026-06-30
1610,11,1496,182,178,6,16,49,2026-06-30
1611,11,1141,169,160,2,18,39,2026-06-30
1612,11,1095,188,179,8,17,32,2026-06-30
1613,11,1213,242,232,5,3,20,2026-06-30
1614,11,1087,337,346,0,0,29,2026-06-30
1615,11,1232,132,133,0,8,49,2026-06-30
1616,11,1378,255,258,5,6,25,2026-06-30
1617,11,1114,121,120,1,18,50,2026-06-30
1618,11,1110,227,231,6,1,51,2026-06-30
1619,11,1331,131,131,1,1,47,2026-06-30
1620,11,1317,385,384,4,20,53,2026-06-30
1621,11,1126,342,348,8,0,40,2026-06-30
1622,11,1002,52,57,7,0,39,2026-06-30
1623,11,1159,248,247,5,20,23,2026-06-30
1624,11,1340,272,264,3,5,53,2026-06-30
1625,11,1403,179,174,1,1,29,2026-06-30
1626,11,1267,78,69,1,6,45,2026-06-30
1627,11,1158,323,326,8,19,58,2026-06-30
1628,11,1103,240,248,3,8,20,2026-06-30
1629,11,1323,245,235,8,20,26,2026-06-30
1630,11,1460,142,142,3,9,27,2026-06-30
1631,11,1275,307,309,2,3,21,2026-06-30
1632,11,1077,114,119,8,5,34,2026-06-30
1633,11,1500,251,253,8,0,55,2026-06-30
1634,11,1142,180,178,2,6,25,2026-06-30
1635,11,1093,145,139,5,14,34,2026-06-30
1636,11,1350,249,240,0,13,48,2026-06-30
1637,11,1380,399,399,6,2,50,2026-06-30
1638,11,1043,143,141,0,9,26,2026-06-30
1639,11,1251,309,307,0,12,46,2026-06-30
1640,11,1062,349,352,7,2,44,2026-06-30
1641,11,1019,330,323,7,18,59,2026-06-30
1642,11,1176,71,62,1,3,59,2026-06-30
1643,11,1140,376,383,7,19,45,2026-06-30
1644,11,1179,69,65,0,16,25,2026-06-30
1645,11,1359,163,168,7,5,33,2026-06-30
1646,11,1281,173,173,4,20,41,2026-06-30
1647,11,1201,379,389,3,6,48,2026-06-30
1648,11,1231,262,265,2,20,43,2026-06-30
1649,11,1426,297,306,4,14,53,2026-06-30
1650,11,1174,174,168,6,4,50,2026-06-30
1651,12,1085,362,368,0,12,54,2026-06-30
1652,12,1454,338,330,5,0,32,2026-06-30
1653,12,1349,342,339,7,15,31,2026-06-30
1654,12,1447,389,380,4,12,55,2026-06-30
1655,12,1068,246,256,6,13,49,2026-06-30
1656,12,1309,96,102,6,1,39,2026-06-30
1657,12,1467,84,92,4,4,58,2026-06-30
1658,12,1437,208,214,8,7,35,2026-06-30
1659,12,1262,189,193,4,15,24,2026-06-30
1660,12,1006,390,393,5,19,48,2026-06-30
1661,12,1243,170,169,3,7,43,2026-06-30
1662,12,1442,184,174,0,15,37,2026-06-30
1663,12,1294,150,159,7,19,28,2026-06-30
1664,12,1090,204,209,3,5,22,2026-06-30
1665,12,1017,137,130,6,15,48,2026-06-30
1666,12,1166,101,94,0,13,41,2026-06-30
1667,12,1472,153,157,0,13,24,2026-06-30
1668,12,1407,145,153,2,16,25,2026-06-30
1669,12,1131,125,122,4,19,59,2026-06-30
1670,12,1076,373,368,1,15,29,2026-06-30
1671,12,1296,201,193,7,8,49,2026-06-30
1672,12,1439,186,188,7,16,30,2026-06-30
1673,12,1385,399,407,2,6,35,2026-06-30
1674,12,1471,63,56,4,4,38,2026-06-30
1675,12,1061,350,349,7,16,52,2026-06-30
1676,12,1280,284,286,8,15,27,2026-06-30
1677,12,1441,86,90,2,14,38,2026-06-30
1678,12,1229,332,322,2,19,60,2026-06-30
1679,12,1484,226,221,4,19,47,2026-06-30
1680,12,1159,254,261,4,4,60,2026-06-30
1681,12,1146,129,119,4,10,38,2026-06-30
1682,12,1388,61,60,6,8,36,2026-06-30
1683,12,1458,250,248,5,4,46,2026-06-30
1684,12,1474,68,75,4,7,40,2026-06-30
1685,12,1151,72,72,4,9,36,2026-06-30
1686,12,1335,297,288,8,0,36,2026-06-30
1687,12,1248,229,236,0,18,37,2026-06-30
1688,12,1253,329,339,5,11,31,2026-06-30
1689,12,1446,71,75,5,12,27,2026-06-30
1690,12,1123,253,258,4,19,31,2026-06-30
1691,12,1207,366,363,4,19,48,2026-06-30
1692,12,1226,336,334,2,6,40,2026-06-30
1693,12,1065,357,365,4,7,38,2026-06-30
1694,12,1325,97,89,4,11,39,2026-06-30
1695,12,1022,87,86,5,7,44,2026-06-30
1696,12,1040,214,204,0,6,42,2026-06-30
1697,12,1251,256,251,2,17,47,2026-06-30
1698,12,1376,58,54,6,3,52,2026-06-30
1699,12,1413,340,349,3,10,28,2026-06-30
1700,12,1112,386,383,2,6,31,2026-06-30
1701,12,1133,222,222,4,2,37,2026-06-30
1702,12,1170,376,368,8,16,59,2026-06-30
1703,12,1192,313,312,1,7,20,2026-06-30
1704,12,1195,386,392,8,1,44,2026-06-30
1705,12,1019,92,102,0,16,59,2026-06-30
1706,12,1101,329,334,3,12,38,2026-06-30
1707,12,1230,121,131,1,15,55,2026-06-30
1708,12,1008,214,218,6,2,45,2026-06-30
1709,12,1242,270,279,1,17,22,2026-06-30
